ID	ID_incident	date_published	data_source	source_type	alert_type	product_categoty	product	origin_country	origin_country_EU	notified_country	notified_country_EU	hazard_description	hazard_group	summary	food_feed_fcm	date_published_year	date_published_month	date_published_year_month	date_published_quarter	date_published_year_quarter	contaminant	contaminant2	long.origin	lat.origin	long.notified	lat.notified
213262	13262	2019-02-15	CDPH Recalls (Canada)	Official	recall	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: vienna flat bottom rolls	food	2019	02	2019-02	Q1	2019-Q1	metal	metal	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
213263	13262	2019-02-15	CDPH Recalls (Canada)	Official	recall	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: white dinner roll	food	2019	02	2019-02	Q1	2019-Q1	metal	metal	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
213322	13322	2019-02-08	CDPH Recalls (Canada)	Official	recall	cereals and bakery products	pain oat	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: painoat	food	2019	02	2019-02	Q1	2019-Q1	rodents	other foreign body	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
213323	13322	2019-02-08	CDPH Recalls (Canada)	Official	recall	prepared dishes and snacks	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: ww sandwich	food	2019	02	2019-02	Q1	2019-Q1	rodents	other foreign body	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
213324	13322	2019-02-08	CDPH Recalls (Canada)	Official	recall	fruits and vegetables	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: onions buns	food	2019	02	2019-02	Q1	2019-Q1	rodents	other foreign body	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
213325	13322	2019-02-08	CDPH Recalls (Canada)	Official	recall	cereals and bakery products	corn	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: kaiser 5 cornmeal	food	2019	02	2019-02	Q1	2019-Q1	rodents	other foreign body	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
213327	13322	2019-02-08	CDPH Recalls (Canada)	Official	recall	cereals and bakery products	rye	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: dark rye	food	2019	02	2019-02	Q1	2019-Q1	rodents	other foreign body	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
213328	13322	2019-02-08	CDPH Recalls (Canada)	Official	recall	fruits and vegetables	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: raisin buns	food	2019	02	2019-02	Q1	2019-Q1	rodents	other foreign body	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
213329	13322	2019-02-08	CDPH Recalls (Canada)	Official	recall	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: cinnamon buns	food	2019	02	2019-02	Q1	2019-Q1	rodents	other foreign body	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
213330	13322	2019-02-08	CDPH Recalls (Canada)	Official	recall	prepared dishes and snacks	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: pizza crust 15 x 21	food	2019	02	2019-02	Q1	2019-Q1	rodents	other foreign body	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
213331	13322	2019-02-08	CDPH Recalls (Canada)	Official	recall	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: crusty rolls	food	2019	02	2019-02	Q1	2019-Q1	rodents	other foreign body	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
213332	13322	2019-02-08	CDPH Recalls (Canada)	Official	recall	prepared dishes and snacks	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: sandwich	food	2019	02	2019-02	Q1	2019-Q1	rodents	other foreign body	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
213335	13322	2019-02-08	CDPH Recalls (Canada)	Official	recall	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: 100 whole wheat hot dog rolls	food	2019	02	2019-02	Q1	2019-Q1	rodents	other foreign body	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
213336	13322	2019-02-08	CDPH Recalls (Canada)	Official	recall	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: 100 whole wheat hamburger rolls	food	2019	02	2019-02	Q1	2019-Q1	rodents	other foreign body	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
213337	13322	2019-02-08	CDPH Recalls (Canada)	Official	recall	prepared dishes and snacks	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: pizza crust 7	food	2019	02	2019-02	Q1	2019-Q1	rodents	other foreign body	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
213338	13322	2019-02-08	CDPH Recalls (Canada)	Official	recall	prepared dishes and snacks	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: pizza crust 5	food	2019	02	2019-02	Q1	2019-Q1	rodents	other foreign body	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
213339	13322	2019-02-08	CDPH Recalls (Canada)	Official	recall	prepared dishes and snacks	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: pizza crust medium	food	2019	02	2019-02	Q1	2019-Q1	rodents	other foreign body	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
213363	213363	2019-01-25	CDPH Recalls (Canada)	Official	recall	cereals and bakery products	flake	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: haw flakes	food	2019	01	2019-01	Q1	2019-Q1	glass	glass	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
213365	213365	2019-01-23	CDPH Recalls (Canada)	Official	recall	fruits and vegetables	fig	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: kalamata dried string figs	food	2019	01	2019-01	Q1	2019-Q1	insects	insects	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
213386	213386	2019-01-17	CDPH Recalls (Canada)	Official	recall	cereals and bakery products	rice	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: organic white rice	food	2019	01	2019-01	Q1	2019-Q1	insects	insects	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
213387	213387	2019-01-17	CDPH Recalls (Canada)	Official	recall	cereals and bakery products	rice	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: hand pounded red rice	food	2019	01	2019-01	Q1	2019-Q1	stones or soil	other foreign body	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
213389	213389	2019-01-15	CDPH Recalls (Canada)	Official	recall	milk and milk products	milk	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: lactose free 2% milk	food	2019	01	2019-01	Q1	2019-Q1	other foreign body	other foreign body	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
213394	213394	2019-01-11	CDPH Recalls (Canada)	Official	recall	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: baguette bread	food	2019	01	2019-01	Q1	2019-Q1	metal	metal	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
213412	13412	2019-01-04	CDPH Recalls (Canada)	Official	recall	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: 100 whole grain wheat bread	food	2019	01	2019-01	Q1	2019-Q1	glass	glass	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
213413	13412	2019-01-04	CDPH Recalls (Canada)	Official	recall	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: enriched white bread	food	2019	01	2019-01	Q1	2019-Q1	glass	glass	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
213414	13412	2019-01-04	CDPH Recalls (Canada)	Official	recall	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: thin slice enriched white bread sandwich	food	2019	01	2019-01	Q1	2019-Q1	glass	glass	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
213415	13412	2019-01-04	CDPH Recalls (Canada)	Official	recall	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: thin slice 100% whole wheat bread sandwich	food	2019	01	2019-01	Q1	2019-Q1	glass	glass	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
213416	13412	2019-01-04	CDPH Recalls (Canada)	Official	recall	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: thick slice enriched white bread sandwich	food	2019	01	2019-01	Q1	2019-Q1	glass	glass	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
213417	13412	2019-01-04	CDPH Recalls (Canada)	Official	recall	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: thick slice 100% whole wheat bread sandwich	food	2019	01	2019-01	Q1	2019-Q1	glass	glass	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
213418	13412	2019-01-04	CDPH Recalls (Canada)	Official	recall	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: thick sliced enriched white bread	food	2019	01	2019-01	Q1	2019-Q1	glass	glass	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
213419	13412	2019-01-04	CDPH Recalls (Canada)	Official	recall	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: 100 whole wheat bread	food	2019	01	2019-01	Q1	2019-Q1	glass	glass	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
213420	13412	2019-01-04	CDPH Recalls (Canada)	Official	recall	cereals and bakery products	wheat	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: 100 whole grains 100% whole wheat	food	2019	01	2019-01	Q1	2019-Q1	glass	glass	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
213421	13412	2019-01-04	CDPH Recalls (Canada)	Official	recall	cereals and bakery products	grain grain	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: 100 whole grains 12 grain	food	2019	01	2019-01	Q1	2019-Q1	glass	glass	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
213422	13412	2019-01-04	CDPH Recalls (Canada)	Official	recall	nuts; nut products and seeds	sunflower	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: 100 whole grains multigrain with sunflower and pumpkin seeds	food	2019	01	2019-01	Q1	2019-Q1	glass	glass	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
213423	13412	2019-01-04	CDPH Recalls (Canada)	Official	recall	cereals and bakery products	quinoa	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: 100 whole grains ancient grain with quinoa	food	2019	01	2019-01	Q1	2019-Q1	glass	glass	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
213424	13412	2019-01-04	CDPH Recalls (Canada)	Official	recall	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: 100 whole grains 12 grain bread	food	2019	01	2019-01	Q1	2019-Q1	glass	glass	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
213425	13412	2019-01-04	CDPH Recalls (Canada)	Official	recall	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: white bread	food	2019	01	2019-01	Q1	2019-Q1	glass	glass	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
213426	13412	2019-01-04	CDPH Recalls (Canada)	Official	recall	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: thick sliced wheat bread 100% whole wheat	food	2019	01	2019-01	Q1	2019-Q1	glass	glass	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
213427	13412	2019-01-04	CDPH Recalls (Canada)	Official	recall	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: thick sliced white bread classico	food	2019	01	2019-01	Q1	2019-Q1	glass	glass	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
210989	10988	2018-12-21	CDPH Recalls (Canada)	Official	recall	poultry meat and poultry meat products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: chicken pot pie	food	2018	12	2018-12	Q4	2018-Q4	metal	metal	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
210990	10988	2018-12-21	CDPH Recalls (Canada)	Official	recall	poultry meat and poultry meat products	chicken	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: chicken and broccoli gratin	food	2018	12	2018-12	Q4	2018-Q4	metal	metal	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
210999	210999	2018-12-20	CDPH Recalls (Canada)	Official	recall	soups; broths; sauces and condiments	relish	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: sweet green relish	food	2018	12	2018-12	Q4	2018-Q4	glass	glass	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
211025	211025	2018-11-14	CDPH Recalls (Canada)	Official	recall	poultry meat and poultry meat products	chicken	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: chicken noodle soup mix	food	2018	11	2018-11	Q4	2018-Q4	insects	insects	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
211030	11030	2018-11-13	CDPH Recalls (Canada)	Official	recall	meat and meat products (other than poultry)	beef	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: extra lean ground beef family size	food	2018	11	2018-11	Q4	2018-Q4	metal	metal	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
211031	11030	2018-11-13	CDPH Recalls (Canada)	Official	recall	meat and meat products (other than poultry)	beef	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: fs lean ground beef market trim	food	2018	11	2018-11	Q4	2018-Q4	metal	metal	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
211032	11030	2018-11-13	CDPH Recalls (Canada)	Official	recall	meat and meat products (other than poultry)	beef	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: extra lean ground beef	food	2018	11	2018-11	Q4	2018-Q4	metal	metal	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
211033	11030	2018-11-13	CDPH Recalls (Canada)	Official	recall	meat and meat products (other than poultry)	beef	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: lean ground beef market trim	food	2018	11	2018-11	Q4	2018-Q4	metal	metal	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
211038	211038	2018-11-02	CDPH Recalls (Canada)	Official	recall	meat and meat products (other than poultry)	meat product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: pork and beef breakfast sausages	food	2018	11	2018-11	Q4	2018-Q4	plastic	plastic	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
211092	11092	2018-10-11	CDPH Recalls (Canada)	Official	recall	other food product / mixed	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: complete pancake mix original	food	2018	10	2018-10	Q4	2018-Q4	insects	insects	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
211093	11092	2018-10-11	CDPH Recalls (Canada)	Official	recall	confectionery	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: complete pancake mix buttermilk	food	2018	10	2018-10	Q4	2018-Q4	insects	insects	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
211152	11152	2018-09-23	CDPH Recalls (Canada)	Official	recall	cereals and bakery products	oat	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: oatmeal stout	food	2018	09	2018-09	Q3	2018-Q3	other foreign body	other foreign body	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
211183	11183	2018-09-04	CDPH Recalls (Canada)	Official	recall	fruits and vegetables	fig	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: dried figs	food	2018	09	2018-09	Q3	2018-Q3	insects	insects	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
211184	11183	2018-09-04	CDPH Recalls (Canada)	Official	recall	fruits and vegetables	fig	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: organic figs	food	2018	09	2018-09	Q3	2018-Q3	insects	insects	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
211209	211209	2018-08-20	CDPH Recalls (Canada)	Official	recall	fruits and vegetables	date	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: medjool dates	food	2018	08	2018-08	Q3	2018-Q3	insects	insects	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
211210	211210	2018-08-17	CDPH Recalls (Canada)	Official	recall	fruits and vegetables	date	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: deglet noor dates	food	2018	08	2018-08	Q3	2018-Q3	insects	insects	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
211238	11238	2018-07-24	CDPH Recalls (Canada)	Official	recall	fruits and vegetables	fig	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: dried figs	food	2018	07	2018-07	Q3	2018-Q3	insects	insects	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
211239	11238	2018-07-24	CDPH Recalls (Canada)	Official	recall	fruits and vegetables	fig	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: organic dried figs	food	2018	07	2018-07	Q3	2018-Q3	insects	insects	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
211257	211257	2018-07-13	CDPH Recalls (Canada)	Official	recall	fruits and vegetables	fig	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: organic figs	food	2018	07	2018-07	Q3	2018-Q3	insects	insects	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
211258	211258	2018-07-12	CDPH Recalls (Canada)	Official	recall	fruits and vegetables	jalapeno	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: pickled sliced jalapeno peppers	food	2018	07	2018-07	Q3	2018-Q3	glass	glass	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
211259	11259	2018-07-09	CDPH Recalls (Canada)	Official	recall	fruits and vegetables	date	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: deglet noor dates	food	2018	07	2018-07	Q3	2018-Q3	insects	insects	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
211260	11259	2018-07-09	CDPH Recalls (Canada)	Official	recall	fruits and vegetables	date	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: pitted dates - deglet noor	food	2018	07	2018-07	Q3	2018-Q3	insects	insects	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
211279	211279	2018-06-06	CDPH Recalls (Canada)	Official	recall	alcoholic beverages	beer	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: beer	food	2018	06	2018-06	Q2	2018-Q2	glass	glass	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
211280	11280	2018-06-05	CDPH Recalls (Canada)	Official	recall	nuts; nut products and seeds	coconut	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: coconut cashew cluster	food	2018	06	2018-06	Q2	2018-Q2	metal	metal	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
211281	11280	2018-06-05	CDPH Recalls (Canada)	Official	recall	cocoa and cocoa preparations; coffee and tea	chocolate brownie	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: double chocolate brownie	food	2018	06	2018-06	Q2	2018-Q2	metal	metal	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
211282	11280	2018-06-05	CDPH Recalls (Canada)	Official	recall	nuts; nut products and seeds	groundnut	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: peanut chocolate chip	food	2018	06	2018-06	Q2	2018-Q2	metal	metal	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
211283	11280	2018-06-05	CDPH Recalls (Canada)	Official	recall	confectionery	caramel	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: sweet and salty caramel	food	2018	06	2018-06	Q2	2018-Q2	metal	metal	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
211333	211333	2018-05-11	CDPH Recalls (Canada)	Official	recall	fats and oils	margarine	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: margarine	food	2018	05	2018-05	Q2	2018-Q2	plastic	plastic	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
211500	11500	2018-04-20	CDPH Recalls (Canada)	Official	recall	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: white bread	food	2018	04	2018-04	Q2	2018-Q2	metal	metal	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
211501	11500	2018-04-20	CDPH Recalls (Canada)	Official	recall	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: porridge bread	food	2018	04	2018-04	Q2	2018-Q2	metal	metal	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
211502	11500	2018-04-20	CDPH Recalls (Canada)	Official	recall	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: whole wheat bread	food	2018	04	2018-04	Q2	2018-Q2	metal	metal	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
211503	11500	2018-04-20	CDPH Recalls (Canada)	Official	recall	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: multigrain bread	food	2018	04	2018-04	Q2	2018-Q2	metal	metal	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
211504	11500	2018-04-20	CDPH Recalls (Canada)	Official	recall	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: raisin bread	food	2018	04	2018-04	Q2	2018-Q2	metal	metal	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
211505	11500	2018-04-20	CDPH Recalls (Canada)	Official	recall	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: sweet rolls	food	2018	04	2018-04	Q2	2018-Q2	metal	metal	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
211568	211568	2018-04-16	CDPH Recalls (Canada)	Official	recall	fruits and vegetables	fig	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: layer izmir figs	food	2018	04	2018-04	Q2	2018-Q2	other foreign body	other foreign body	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
211582	211582	2018-04-11	CDPH Recalls (Canada)	Official	recall	fruits and vegetables	fig	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: pulled izmir figs	food	2018	04	2018-04	Q2	2018-Q2	insects	insects	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
211596	11596	2018-04-05	CDPH Recalls (Canada)	Official	recall	milk and milk products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: pizza mozzarella cheese swirls 18% mf	food	2018	04	2018-04	Q2	2018-Q2	metal	metal	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
211597	11596	2018-04-05	CDPH Recalls (Canada)	Official	recall	milk and milk products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: pizza mozzarella cheese 20% mf	food	2018	04	2018-04	Q2	2018-Q2	metal	metal	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
211598	11596	2018-04-05	CDPH Recalls (Canada)	Official	recall	milk and milk products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: light pizza mozzarella cheese 15% mf	food	2018	04	2018-04	Q2	2018-Q2	metal	metal	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
211611	211611	2018-04-03	CDPH Recalls (Canada)	Official	recall	fruits and vegetables	date	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: tunisian processed dates deglet nour	food	2018	04	2018-04	Q2	2018-Q2	insects	insects	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
211612	211612	2018-04-02	CDPH Recalls (Canada)	Official	recall	alcoholic beverages	beer	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: beer	food	2018	04	2018-04	Q2	2018-Q2	glass	glass	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
211613	211613	2018-03-29	CDPH Recalls (Canada)	Official	recall	fruits and vegetables	fig	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: layer izmir figs	food	2018	03	2018-03	Q1	2018-Q1	other foreign body	other foreign body	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
211646	211646	2018-03-16	CDPH Recalls (Canada)	Official	recall	fish and fish products	fish	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: red fish	food	2018	03	2018-03	Q1	2018-Q1	other foreign body	other foreign body	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
211667	211667	2018-03-02	CDPH Recalls (Canada)	Official	recall	cereals and bakery products	corn	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: popping corn	food	2018	03	2018-03	Q1	2018-Q1	insects	insects	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
211682	211682	2018-02-20	CDPH Recalls (Canada)	Official	recall	meat and meat products (other than poultry)	meat lasagna	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: meat lasagna	food	2018	02	2018-02	Q1	2018-Q1	plastic	plastic	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
211687	11687	2018-02-16	CDPH Recalls (Canada)	Official	recall	milk and milk products	cinnamon	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: fermented greek yogurt proteins+ cinnamon pecan bar	food	2018	02	2018-02	Q1	2018-Q1	metal	metal	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
211688	11687	2018-02-16	CDPH Recalls (Canada)	Official	recall	nuts; nut products and seeds	almond	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: fermented greek yogurt proteins+ cherry almond vanilla bar	food	2018	02	2018-02	Q1	2018-Q1	metal	metal	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
211689	11687	2018-02-16	CDPH Recalls (Canada)	Official	recall	fruits and vegetables	coconut	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: fermented greek yogurt proteins+ pineapple coconut bar	food	2018	02	2018-02	Q1	2018-Q1	metal	metal	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
211691	11687	2018-02-16	CDPH Recalls (Canada)	Official	recall	nuts; nut products and seeds	almond	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: fermented veganproteins+ dark chocolate almond bar	food	2018	02	2018-02	Q1	2018-Q1	metal	metal	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
211692	11687	2018-02-16	CDPH Recalls (Canada)	Official	recall	nuts; nut products and seeds	pistachio	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: fermented veganproteins+ strawberry pistachio bar	food	2018	02	2018-02	Q1	2018-Q1	metal	metal	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827
