ID	ID_incident	date_published	data_source	source_type	alert_type	raw_text_product	product_categoty	product	origin_country	origin_country_EU	notified_country	notified_country_EU	hazard_description	hazard_group	summary	food_feed_fcm	date_published_year	date_published_month	date_published_year_month	date_published_quarter	date_published_year_quarter	long.origin	lat.origin	long.notified	lat.notified	long.origin.rand	lat.origin.rand	long.notified.rand	lat.notified.rand	contaminant	contaminant2
213337	13322	2019-02-08	CDPH Recalls (Canada)	Official	recall	Food Recall Warning - Betty brand and Nancy's Fancy Yummy-in-the-Tummy brand bakery products may be unsafe due to possible contamination from mice infestation at the manufacturing plant	prepared dishes and snacks	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: pizza crust 7	food	2019	02	2019-02	Q1	2019-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-58.0116996085836	53.83807718560981	-96.8616045063443	68.72084789245231	rodents	other foreign body
213338	13322	2019-02-08	CDPH Recalls (Canada)	Official	recall	Food Recall Warning - Betty brand and Nancy's Fancy Yummy-in-the-Tummy brand bakery products may be unsafe due to possible contamination from mice infestation at the manufacturing plant	prepared dishes and snacks	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: pizza crust 5	food	2019	02	2019-02	Q1	2019-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-91.19503923717468	65.8009587736854	-62.25418991601828	66.06477813149564	rodents	other foreign body
213339	13322	2019-02-08	CDPH Recalls (Canada)	Official	recall	Food Recall Warning - Betty brand and Nancy's Fancy Yummy-in-the-Tummy brand bakery products may be unsafe due to possible contamination from mice infestation at the manufacturing plant	prepared dishes and snacks	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: pizza crust medium	food	2019	02	2019-02	Q1	2019-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-111.14623883245591	58.27591851190345	-96.53202655049483	71.22884918469698	rodents	other foreign body
213363	213363	2019-01-25	CDPH Recalls (Canada)	Official	recall	Notification - CTCF brand Haw Flakes recalled due to pieces of glass	cereals and bakery products	flake	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: haw flakes	food	2019	01	2019-01	Q1	2019-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-73.44335979173759	79.55519953263698	-53.99136065025371	47.739920831051165	glass	glass
213365	213365	2019-01-23	CDPH Recalls (Canada)	Official	recall	Notification - Krinos brand Kalamata Dried String Figs recalled due to presence of insects	fruits and vegetables	fig	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: kalamata dried string figs	food	2019	01	2019-01	Q1	2019-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-99.31725339634365	72.00927701475302	-119.68435755044783	76.3192622570395	insects	insects
213386	213386	2019-01-17	CDPH Recalls (Canada)	Official	recall	Notification - Rice Select brand Organic White Rice recalled due to presence of insects	cereals and bakery products	rice	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: organic white rice	food	2019	01	2019-01	Q1	2019-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-126.01021647597777	52.98315498253696	-117.217664329756	62.91408201585681	insects	insects
213387	213387	2019-01-17	CDPH Recalls (Canada)	Official	recall	Notification - Uruthira brand Hand Pounded Red Rice recalled due to presence of sand (rocks)	cereals and bakery products	rice	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: hand pounded red rice	food	2019	01	2019-01	Q1	2019-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-118.18664874655859	72.86451833461871	-69.20827760132998	81.51673601372481	stones or soil	other foreign body
213389	213389	2019-01-15	CDPH Recalls (Canada)	Official	recall	Notification - Lactantia brand Lactose Free 2% Milk recalled due to presence of brown sediment	milk and milk products	milk	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: lactose free 2% milk	food	2019	01	2019-01	Q1	2019-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-67.44786856870373	55.453809795873774	-76.2543196335103	51.21360209529912	other foreign body	other foreign body
213394	213394	2019-01-11	CDPH Recalls (Canada)	Official	recall	Notification - PB Artisan brand Baguette Bread recalled due to metal particles	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: baguette bread	food	2019	01	2019-01	Q1	2019-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-73.54891919632473	55.6443291270666	-54.05187973945527	49.64646644800925	metal	metal
213412	13412	2019-01-04	CDPH Recalls (Canada)	Official	recall	Notification - Various brands of bread products recalled due to pieces of glass	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: 100 whole grain wheat bread	food	2019	01	2019-01	Q1	2019-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-130.43194444276543	54.31927265277022	-98.12188260707197	59.92160390755834	glass	glass
213413	13412	2019-01-04	CDPH Recalls (Canada)	Official	recall	Notification - Various brands of bread products recalled due to pieces of glass	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: enriched white bread	food	2019	01	2019-01	Q1	2019-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-128.08969021487968	51.64398740471847	-75.80075625192951	54.65629547996845	glass	glass
213414	13412	2019-01-04	CDPH Recalls (Canada)	Official	recall	Notification - Various brands of bread products recalled due to pieces of glass	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: thin slice enriched white bread sandwich	food	2019	01	2019-01	Q1	2019-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-136.10285341822734	62.04987388199207	-114.57316586739513	59.45278652940966	glass	glass
213415	13412	2019-01-04	CDPH Recalls (Canada)	Official	recall	Notification - Various brands of bread products recalled due to pieces of glass	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: thin slice 100% whole wheat bread sandwich	food	2019	01	2019-01	Q1	2019-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-83.32607483452075	47.971548086224395	-110.4093476857069	72.60992309186327	glass	glass
213416	13412	2019-01-04	CDPH Recalls (Canada)	Official	recall	Notification - Various brands of bread products recalled due to pieces of glass	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: thick slice enriched white bread sandwich	food	2019	01	2019-01	Q1	2019-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-78.88461541209594	78.85989842056959	-129.8764205674148	54.800428629242234	glass	glass
213417	13412	2019-01-04	CDPH Recalls (Canada)	Official	recall	Notification - Various brands of bread products recalled due to pieces of glass	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: thick slice 100% whole wheat bread sandwich	food	2019	01	2019-01	Q1	2019-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-99.41933656132697	76.17908165073743	-109.52627920404768	66.76404448614906	glass	glass
213418	13412	2019-01-04	CDPH Recalls (Canada)	Official	recall	Notification - Various brands of bread products recalled due to pieces of glass	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: thick sliced enriched white bread	food	2019	01	2019-01	Q1	2019-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-94.45653641307953	76.47799350613323	-89.70074742848945	67.55930269475263	glass	glass
213419	13412	2019-01-04	CDPH Recalls (Canada)	Official	recall	Notification - Various brands of bread products recalled due to pieces of glass	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: 100 whole wheat bread	food	2019	01	2019-01	Q1	2019-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-109.71789746529059	62.88569150427509	-93.73706834293317	66.93757478190795	glass	glass
213420	13412	2019-01-04	CDPH Recalls (Canada)	Official	recall	Notification - Various brands of bread products recalled due to pieces of glass	cereals and bakery products	wheat	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: 100 whole grains 100% whole wheat	food	2019	01	2019-01	Q1	2019-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-93.92664108435216	57.957733437614685	-137.10772597684849	66.2750359798465	glass	glass
213421	13412	2019-01-04	CDPH Recalls (Canada)	Official	recall	Notification - Various brands of bread products recalled due to pieces of glass	cereals and bakery products	grain grain	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: 100 whole grains 12 grain	food	2019	01	2019-01	Q1	2019-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-132.79696875543561	62.82088934009505	-98.66464994762458	72.86215891147009	glass	glass
213422	13412	2019-01-04	CDPH Recalls (Canada)	Official	recall	Notification - Various brands of bread products recalled due to pieces of glass	nuts; nut products and seeds	sunflower	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: 100 whole grains multigrain with sunflower and pumpkin seeds	food	2019	01	2019-01	Q1	2019-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-90.71079503016819	75.3986990709353	-119.24459824048452	54.35853375344117	glass	glass
213423	13412	2019-01-04	CDPH Recalls (Canada)	Official	recall	Notification - Various brands of bread products recalled due to pieces of glass	cereals and bakery products	quinoa	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: 100 whole grains ancient grain with quinoa	food	2019	01	2019-01	Q1	2019-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-90.94445442520718	79.47420415068349	-96.62174269717497	59.78345424428661	glass	glass
213424	13412	2019-01-04	CDPH Recalls (Canada)	Official	recall	Notification - Various brands of bread products recalled due to pieces of glass	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: 100 whole grains 12 grain bread	food	2019	01	2019-01	Q1	2019-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-97.20283374379196	64.82485364309761	-73.07932975745311	50.20841937647445	glass	glass
213425	13412	2019-01-04	CDPH Recalls (Canada)	Official	recall	Notification - Various brands of bread products recalled due to pieces of glass	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: white bread	food	2019	01	2019-01	Q1	2019-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-119.46816988667524	62.76163019221257	-77.87148055104711	50.063676547687116	glass	glass
213426	13412	2019-01-04	CDPH Recalls (Canada)	Official	recall	Notification - Various brands of bread products recalled due to pieces of glass	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: thick sliced wheat bread 100% whole wheat	food	2019	01	2019-01	Q1	2019-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-123.672739909059	55.53497776707083	-110.94777702568544	64.71693750864	glass	glass
213427	13412	2019-01-04	CDPH Recalls (Canada)	Official	recall	Notification - Various brands of bread products recalled due to pieces of glass	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: thick sliced white bread classico	food	2019	01	2019-01	Q1	2019-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-75.0323465262944	70.1898164117017	-81.83954874237202	80.75497206101282	glass	glass
210989	10988	2018-12-21	CDPH Recalls (Canada)	Official	recall	Notification - St-Hubert brand Tourti̬re; Chicken Pot Pie; and Chicken and Broccoli Gratin recalled due to pieces of aluminum	poultry meat and poultry meat products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: chicken pot pie	food	2018	12	2018-12	Q4	2018-Q4	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-61.881508844483854	57.48835092160733	-92.91993966260367	50.51708427824448	metal	metal
210990	10988	2018-12-21	CDPH Recalls (Canada)	Official	recall	Notification - St-Hubert brand Tourti̬re; Chicken Pot Pie; and Chicken and Broccoli Gratin recalled due to pieces of aluminum	poultry meat and poultry meat products	chicken	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: chicken and broccoli gratin	food	2018	12	2018-12	Q4	2018-Q4	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-108.67128157568354	69.0360121405575	-112.4562052543005	77.55920107420093	metal	metal
210999	210999	2018-12-20	CDPH Recalls (Canada)	Official	recall	Notification - Bick's brand Sweet Green Relish recalled due to pieces of glass	soups; broths; sauces and condiments	relish	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: sweet green relish	food	2018	12	2018-12	Q4	2018-Q4	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-68.90421274434378	54.27086794520605	-114.50139743243224	61.59044940262833	glass	glass
211025	211025	2018-11-14	CDPH Recalls (Canada)	Official	recall	Notification - Soup N Stuff brand Chicken Noodle Soup Mix recalled due to presence of insects	poultry meat and poultry meat products	chicken	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: chicken noodle soup mix	food	2018	11	2018-11	Q4	2018-Q4	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-71.96034515810398	57.15344507164062	-99.14403116240669	51.746766174649125	insects	insects
211030	11030	2018-11-13	CDPH Recalls (Canada)	Official	recall	Notification - Certain Safeway brand ground beef products recalled due to pieces of metal	meat and meat products (other than poultry)	beef	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: extra lean ground beef family size	food	2018	11	2018-11	Q4	2018-Q4	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-130.6000413145041	59.64553624401129	-95.87472604070028	73.09293141790782	metal	metal
211031	11030	2018-11-13	CDPH Recalls (Canada)	Official	recall	Notification - Certain Safeway brand ground beef products recalled due to pieces of metal	meat and meat products (other than poultry)	beef	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: fs lean ground beef market trim	food	2018	11	2018-11	Q4	2018-Q4	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-114.06036110845477	56.1010283392866	-124.76003152523921	50.20392755679423	metal	metal
211032	11030	2018-11-13	CDPH Recalls (Canada)	Official	recall	Notification - Certain Safeway brand ground beef products recalled due to pieces of metal	meat and meat products (other than poultry)	beef	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: extra lean ground beef	food	2018	11	2018-11	Q4	2018-Q4	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-86.1969637271261	78.65739960730207	-114.00986735948929	53.70342640861219	metal	metal
211033	11030	2018-11-13	CDPH Recalls (Canada)	Official	recall	Notification - Certain Safeway brand ground beef products recalled due to pieces of metal	meat and meat products (other than poultry)	beef	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: lean ground beef market trim	food	2018	11	2018-11	Q4	2018-Q4	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-76.24273299156816	53.14879389110355	-72.19804106412721	56.994846054886	metal	metal
211038	211038	2018-11-02	CDPH Recalls (Canada)	Official	recall	Notification - Olymel brand Pork and Beef Breakfast Sausages recalled due to pieces of plastic	meat and meat products (other than poultry)	meat product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: pork and beef breakfast sausages	food	2018	11	2018-11	Q4	2018-Q4	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-68.86073061692178	70.40698828843357	-79.11676728019454	44.97409042127401	plastic	plastic
211092	11092	2018-10-11	CDPH Recalls (Canada)	Official	recall	Notification - Western Family brand Complete Pancake Mix recalled due to presence of insects	other food product / mixed	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: complete pancake mix original	food	2018	10	2018-10	Q4	2018-Q4	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-117.18683584259318	60.15415390269203	-79.48439010820925	79.19959559222384	insects	insects
211093	11092	2018-10-11	CDPH Recalls (Canada)	Official	recall	Notification - Western Family brand Complete Pancake Mix recalled due to presence of insects	confectionery	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: complete pancake mix buttermilk	food	2018	10	2018-10	Q4	2018-Q4	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-94.7725057917236	60.228435909737776	-95.18659613959348	49.40593412082247	insects	insects
211152	11152	2018-09-23	CDPH Recalls (Canada)	Official	recall	Food Recall Warning - Le Castor Oatmeal Stout; Pilsner and India Session Ale recalled due to bursting bottles	cereals and bakery products	oat	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: oatmeal stout	food	2018	09	2018-09	Q3	2018-Q3	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-68.15206810321854	68.48422972730478	-120.41892616536232	55.042569796530145	other foreign body	other foreign body
211183	11183	2018-09-04	CDPH Recalls (Canada)	Official	recall	Notification - Sunny Fruit brand Dried and Organic Figs recalled due to presence of insects	fruits and vegetables	fig	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: dried figs	food	2018	09	2018-09	Q3	2018-Q3	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-74.11331255386615	51.623071119811144	-119.31243841648214	65.47699714594339	insects	insects
211184	11183	2018-09-04	CDPH Recalls (Canada)	Official	recall	Notification - Sunny Fruit brand Dried and Organic Figs recalled due to presence of insects	fruits and vegetables	fig	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: organic figs	food	2018	09	2018-09	Q3	2018-Q3	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-128.3613302126875	63.75017094030953	-129.89059111173148	65.78925979236655	insects	insects
211209	211209	2018-08-20	CDPH Recalls (Canada)	Official	recall	Notification - United With Earth brand Medjool Dates recalled due to presence of insects	fruits and vegetables	date	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: medjool dates	food	2018	08	2018-08	Q3	2018-Q3	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-88.48599848258289	49.75541083479749	-107.91590702198808	49.43404103546781	insects	insects
211210	211210	2018-08-17	CDPH Recalls (Canada)	Official	recall	Notification - Jasmine Foods brand Deglet Noor Dates recalled due to presence of insects	fruits and vegetables	date	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: deglet noor dates	food	2018	08	2018-08	Q3	2018-Q3	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-66.0233163487007	53.92310035880648	-77.13048882002136	71.40043796193757	insects	insects
211238	11238	2018-07-24	CDPH Recalls (Canada)	Official	recall	Notification - Prana Biologique brand Dried Figs recalled due to presence of insects	fruits and vegetables	fig	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: dried figs	food	2018	07	2018-07	Q3	2018-Q3	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-62.20445127857038	65.6776354992129	-114.32797088921672	76.06656249042393	insects	insects
211239	11238	2018-07-24	CDPH Recalls (Canada)	Official	recall	Notification - Prana Biologique brand Dried Figs recalled due to presence of insects	fruits and vegetables	fig	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: organic dried figs	food	2018	07	2018-07	Q3	2018-Q3	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-85.12523305312071	79.74437679286294	-88.25397430387838	68.44282059461956	insects	insects
211257	211257	2018-07-13	CDPH Recalls (Canada)	Official	recall	Notification - Sunny Fruit brand Organic Figs recalled due to presence of insects	fruits and vegetables	fig	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: organic figs	food	2018	07	2018-07	Q3	2018-Q3	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-70.92974666122144	82.03164789907792	-80.34002476105215	49.037523198409076	insects	insects
211258	211258	2018-07-12	CDPH Recalls (Canada)	Official	recall	Notification - Great Value brand Pickled Sliced Jalapeno Peppers recalled due to pieces of glass	fruits and vegetables	jalapeno	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: pickled sliced jalapeno peppers	food	2018	07	2018-07	Q3	2018-Q3	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-87.37473812604615	71.50515832737676	-119.90140106472373	55.09986493822114	glass	glass
211259	11259	2018-07-09	CDPH Recalls (Canada)	Official	recall	Notification - Jasmine Foods brand Deglet Noor Dates recalled due to presence of insects	fruits and vegetables	date	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: deglet noor dates	food	2018	07	2018-07	Q3	2018-Q3	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-120.99873464090219	65.72298105136713	-102.9333131439164	59.315676362240076	insects	insects
211260	11259	2018-07-09	CDPH Recalls (Canada)	Official	recall	Notification - Jasmine Foods brand Deglet Noor Dates recalled due to presence of insects	fruits and vegetables	date	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: pitted dates - deglet noor	food	2018	07	2018-07	Q3	2018-Q3	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-76.69029300897199	68.22430282081166	-76.26906912862043	81.30546366622893	insects	insects
211279	211279	2018-06-06	CDPH Recalls (Canada)	Official	recall	Notification - Stella Artois brand beer recalled due to the potential presence of pieces of glass	alcoholic beverages	beer	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: beer	food	2018	06	2018-06	Q2	2018-Q2	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-78.81468176708069	47.371238974500336	-125.27222470459064	64.66470042691924	glass	glass
211280	11280	2018-06-05	CDPH Recalls (Canada)	Official	recall	Notification - Iron Vegan Sprouted Protein brand protein bars recalled due to pieces of metal	nuts; nut products and seeds	coconut	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: coconut cashew cluster	food	2018	06	2018-06	Q2	2018-Q2	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-68.90066375662548	63.443931784502645	-115.4224531822012	62.293851612640594	metal	metal
211281	11280	2018-06-05	CDPH Recalls (Canada)	Official	recall	Notification - Iron Vegan Sprouted Protein brand protein bars recalled due to pieces of metal	cocoa and cocoa preparations; coffee and tea	chocolate brownie	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: double chocolate brownie	food	2018	06	2018-06	Q2	2018-Q2	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-88.73344038266387	65.36271800823002	-132.47556647545866	67.58508696944187	metal	metal
211282	11280	2018-06-05	CDPH Recalls (Canada)	Official	recall	Notification - Iron Vegan Sprouted Protein brand protein bars recalled due to pieces of metal	nuts; nut products and seeds	groundnut	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: peanut chocolate chip	food	2018	06	2018-06	Q2	2018-Q2	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-111.1482055355069	67.41748851461922	-76.14795621957308	52.958712479067636	metal	metal
211283	11280	2018-06-05	CDPH Recalls (Canada)	Official	recall	Notification - Iron Vegan Sprouted Protein brand protein bars recalled due to pieces of metal	confectionery	caramel	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: sweet and salty caramel	food	2018	06	2018-06	Q2	2018-Q2	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-94.9845533323757	76.10702839713008	-122.92805113649217	62.7764379951216	metal	metal
211333	211333	2018-05-11	CDPH Recalls (Canada)	Official	recall	Notification - Various brands of Margarine recalled due to pieces of plastic	fats and oils	margarine	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: margarine	food	2018	05	2018-05	Q2	2018-Q2	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-101.56328994856682	57.46760448702977	-95.86372667604107	56.12607324404942	plastic	plastic
211500	11500	2018-04-20	CDPH Recalls (Canada)	Official	recall	Notification - Days Gone By Bakery brand bread products recalled due to pieces of metal	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: white bread	food	2018	04	2018-04	Q2	2018-Q2	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-61.09215866231335	51.076830319564806	-95.57616813155619	59.35426489311353	metal	metal
211501	11500	2018-04-20	CDPH Recalls (Canada)	Official	recall	Notification - Days Gone By Bakery brand bread products recalled due to pieces of metal	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: porridge bread	food	2018	04	2018-04	Q2	2018-Q2	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-132.1850186570673	53.462430460779515	-127.18456918262962	64.14078610567792	metal	metal
211502	11500	2018-04-20	CDPH Recalls (Canada)	Official	recall	Notification - Days Gone By Bakery brand bread products recalled due to pieces of metal	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: whole wheat bread	food	2018	04	2018-04	Q2	2018-Q2	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-110.75574003791561	62.58850605354281	-103.62217428314906	54.9175122419888	metal	metal
211503	11500	2018-04-20	CDPH Recalls (Canada)	Official	recall	Notification - Days Gone By Bakery brand bread products recalled due to pieces of metal	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: multigrain bread	food	2018	04	2018-04	Q2	2018-Q2	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-116.88741712261532	54.97007196093378	-77.86276142280542	72.94444062567356	metal	metal
211504	11500	2018-04-20	CDPH Recalls (Canada)	Official	recall	Notification - Days Gone By Bakery brand bread products recalled due to pieces of metal	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: raisin bread	food	2018	04	2018-04	Q2	2018-Q2	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-133.68717622441952	65.47378046155478	-79.41655438270439	70.15262806769546	metal	metal
211505	11500	2018-04-20	CDPH Recalls (Canada)	Official	recall	Notification - Days Gone By Bakery brand bread products recalled due to pieces of metal	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: sweet rolls	food	2018	04	2018-04	Q2	2018-Q2	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-104.75226481366863	51.90852796200742	-110.50485403160462	72.57152092944341	metal	metal
211568	211568	2018-04-16	CDPH Recalls (Canada)	Official	recall	Notification - Cedar Phoenicia brand Layer Izmir Figs recalled due to extraneous material	fruits and vegetables	fig	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: layer izmir figs	food	2018	04	2018-04	Q2	2018-Q2	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-113.0401330313062	60.73409954111152	-104.64819480331495	69.14765076634839	other foreign body	other foreign body
211582	211582	2018-04-11	CDPH Recalls (Canada)	Official	recall	Notification - Cedar Phoenicia brand Pulled Izmir Figs recalled due to presence of insects and mould	fruits and vegetables	fig	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: pulled izmir figs	food	2018	04	2018-04	Q2	2018-Q2	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-86.84108879176735	76.57973793683014	-90.59484907404688	64.87639487625233	insects	insects
211596	11596	2018-04-05	CDPH Recalls (Canada)	Official	recall	Notification - Saputo mozzarella products recalled due to pieces of metal	milk and milk products	bakery product	Canada	non_EU	Canada	non_EU	extraneous material	foreign bodies	extraneous material: pizza mozzarella cheese swirls 18% mf	food	2018	04	2018-04	Q2	2018-Q2	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-132.65854891445082	68.10569062354797	-89.09039858620383	52.60998239210195	metal	metal
