ID,ID_incident,date_published,data_source,data_source_name,data_source_country,source_type,alert_type,raw_text_product,product_categoty,product,origin_country,origin_country_EU,notified_country,notified_country_EU,hazard_description,hazard_group,summary,food_feed_fcm,date_published_year,date_published_month,date_published_year_month,date_published_quarter,date_published_year_quarter,date_published_fulltime,alert_type_large,long.origin,lat.origin,long.notified,lat.notified,long.origin.rand,lat.origin.rand,long.notified.rand,lat.notified.rand,contaminant,contaminant2
208575,208575,2016-11-24,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - Amira brand Deglet Nour Fresh Tunisian Dates recalled due to insect infestation,fruits and vegetables,date,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: deglet nour fresh tunisian dates,food,2016,11,2016-11,Q4,2016-Q4,2016-11-24 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-66.03067800620185,46.51263351297302,-91.29149687721188,52.30933732084614,insects,insects
208601,208601,2016-11-16,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - Nona brand Alfredo-Style - Rich + Creamy Vegan Sauces recalled due to pieces of metal,soups; broths; sauces and condiments,style sauce,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: alfredostyle - rich + creamy vegan sauces,food,2016,11,2016-11,Q4,2016-Q4,2016-11-16 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-137.7714322839292,59.74967427769098,-105.24901290721829,70.62638479060729,metal,metal
208664,208664,2016-11-10,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - Premium Quality Wah brand Basmati Rice recalled due to insect infestation,cereals and bakery products,rice,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: basmati rice,food,2016,11,2016-11,Q4,2016-Q4,2016-11-10 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-100.78812942120807,68.43280322734068,-64.54068061862041,56.08674734423164,insects,insects
208671,8671,2016-11-08,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - ADM brand baking mixes recalled due to pieces of metal,cereals and bakery products,bakery product,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: monarch white cake base,food,2016,11,2016-11,Q4,2016-Q4,2016-11-08 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-82.90070124755101,46.76577568520882,-119.49136413669555,66.94139076043126,metal,metal
208672,8671,2016-11-08,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - ADM brand baking mixes recalled due to pieces of metal,cereals and bakery products,bakery product,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: cinnamon roll mix,food,2016,11,2016-11,Q4,2016-Q4,2016-11-08 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-69.29757617780153,59.108106473082,-64.38588217128981,58.309050773280184,metal,metal
208673,8671,2016-11-08,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - ADM brand baking mixes recalled due to pieces of metal,cereals and bakery products,bakery product,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: monarch chocolate cake base,food,2016,11,2016-11,Q4,2016-Q4,2016-11-08 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-125.92622408815713,61.74301669139378,-121.09227864384562,59.23169015573511,metal,metal
208674,8671,2016-11-08,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - ADM brand baking mixes recalled due to pieces of metal,confectionery,bakery product,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: super bran muffin mix,food,2016,11,2016-11,Q4,2016-Q4,2016-11-08 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-67.65971063745337,63.08393754586767,-91.07406087632967,51.46730643076965,metal,metal
208675,8675,2016-11-08,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - Cinnamon Rolls recalled due to pieces of metal,cereals and bakery products,bakery product,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: twelve gourmet cinnamon rolls,food,2016,11,2016-11,Q4,2016-Q4,2016-11-08 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-87.40461296706387,79.41383734063884,-118.36505094870816,61.957306766777734,metal,metal
208676,8675,2016-11-08,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - Cinnamon Rolls recalled due to pieces of metal,cereals and bakery products,bakery product,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: baker boys gourmet cinnamon rolls 12 x 4 x 532,food,2016,11,2016-11,Q4,2016-Q4,2016-11-08 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-83.3950442605155,52.051665390185036,-116.31504552431576,55.61545568127675,metal,metal
208677,8675,2016-11-08,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - Cinnamon Rolls recalled due to pieces of metal,cereals and bakery products,bakery product,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: cinnamon rolls,food,2016,11,2016-11,Q4,2016-Q4,2016-11-08 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-109.35234086057487,65.93749973190867,-83.6821782918299,75.08297021334681,metal,metal
208678,8675,2016-11-08,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - Cinnamon Rolls recalled due to pieces of metal,cereals and bakery products,bakery product,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: gourmet cinnamon rolls,food,2016,11,2016-11,Q4,2016-Q4,2016-11-08 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-110.62502605677872,56.57026445816529,-97.0537096470312,62.2712926392452,metal,metal
208679,8675,2016-11-08,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - Cinnamon Rolls recalled due to pieces of metal,milk and milk products,bakery product,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: gourmet cinnamon rolls with cream cheese frosting,food,2016,11,2016-11,Q4,2016-Q4,2016-11-08 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-121.65012202150996,69.06464388526175,-114.58916797597827,70.74009735841545,metal,metal
208700,208700,2016-10-26,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - ARZ Fine Foods brand Sage Leaves recalled due to insects and filth,herbs and spices,sage,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: sage leaves,food,2016,10,2016-10,Q4,2016-Q4,2016-10-26 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-99.14801743550284,80.16578062550968,-124.00892136736373,59.097006968464264,insects,insects
208701,208701,2016-10-25,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - Algerian Dates recalled by Amira Enterprises Inc. due to insect infestation,fruits and vegetables,date,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: algerian dates,food,2016,10,2016-10,Q4,2016-Q4,2016-10-25 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-94.71567295637435,57.366155089839374,-87.82408622093254,65.71300245667082,insects,insects
208718,8718,2016-10-17,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Food Recall Warning - Ground meats and meat products sold at IGA in Port McNeill; British Columbia may be unsafe due to metal shavings,meat and meat products (other than poultry),beef,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: extra lean ground beef,food,2016,10,2016-10,Q4,2016-Q4,2016-10-17 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-69.84315618529709,53.748587813351925,-137.34943613280433,65.63646842179034,metal,metal
208719,8718,2016-10-17,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Food Recall Warning - Ground meats and meat products sold at IGA in Port McNeill; British Columbia may be unsafe due to metal shavings,meat and meat products (other than poultry),beef,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: lean ground beef,food,2016,10,2016-10,Q4,2016-Q4,2016-10-17 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-116.44953120003318,75.96019504818878,-121.45459477822305,53.69156331857946,metal,metal
208720,8718,2016-10-17,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Food Recall Warning - Ground meats and meat products sold at IGA in Port McNeill; British Columbia may be unsafe due to metal shavings,meat and meat products (other than poultry),beef,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: family pack lean grnd beef,food,2016,10,2016-10,Q4,2016-Q4,2016-10-17 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-120.9240690039114,59.49305630797788,-85.8689704478268,53.60410802916033,metal,metal
208721,8718,2016-10-17,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Food Recall Warning - Ground meats and meat products sold at IGA in Port McNeill; British Columbia may be unsafe due to metal shavings,meat and meat products (other than poultry),pork,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: lean ground pork,food,2016,10,2016-10,Q4,2016-Q4,2016-10-17 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-76.19562603868457,60.983714334215634,-72.06854496926691,70.87617375975358,metal,metal
208722,8718,2016-10-17,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Food Recall Warning - Ground meats and meat products sold at IGA in Port McNeill; British Columbia may be unsafe due to metal shavings,meat and meat products (other than poultry),meatball,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: seasoned meatballs,food,2016,10,2016-10,Q4,2016-Q4,2016-10-17 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-78.56205289725301,68.24646395364452,-73.0009533329913,50.4692200751352,metal,metal
208752,8752,2016-09-29,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - DaÃ¯a brand and Marzougui brand Deglet Nour Dates recalled due to insect infestation,fruits and vegetables,date,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: deglet nour dates,food,2016,09,2016-09,Q3,2016-Q3,2016-09-29 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-82.94968768038513,47.611095407760395,-125.44555157219696,56.160049553489365,insects,insects
208753,8752,2016-09-29,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - DaÃ¯a brand and Marzougui brand Deglet Nour Dates recalled due to insect infestation,NA,NA,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: les chamelles - dattes deglet nour,food,2016,09,2016-09,Q3,2016-Q3,2016-09-29 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-91.26969835860115,79.58945262456729,-98.60734325192462,53.36661884930203,insects,insects
208758,208758,2016-09-26,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - Kirkland Signature brand Thai Hom Mali Jasmine Rice recalled due to presence of insects,cereals and bakery products,rice,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: thai hom mali jasmine rice,food,2016,09,2016-09,Q3,2016-Q3,2016-09-26 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-129.1206975460023,60.4547901245341,-65.10244231869267,46.485262515855425,insects,insects
208760,208760,2016-09-23,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - Cedar Phoenicia brand Pindjur - Roasted Red Peppers Spread recalled due to pieces of glass,fruits and vegetables,pepper,United States of America,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: pindjur - roasted red peppers spread,food,2016,09,2016-09,Q3,2016-Q3,2016-09-23 00:00:00 +00:00,recall,-112.46167057,45.67955203,-98.307757230000007,61.36206827,-113.30771572492637,39.59162265133957,-97.88976363361029,62.018972060389835,glass,glass
208762,208762,2016-09-22,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - Chef Lelarge brand Marinated Artichoke Hearts recalled due to pieces of glass,fruits and vegetables,offals,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: marinated artichoke hearts,food,2016,09,2016-09,Q3,2016-Q3,2016-09-22 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-80.35911880991873,43.71028172607601,-103.44216990988858,60.39836619212441,glass,glass
208766,208766,2016-09-21,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - Schneiders brand Mock Chicken Loaf recalled due to presence of pieces of rubber,poultry meat and poultry meat products,chicken,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: mock chicken loaf,food,2016,09,2016-09,Q3,2016-Q3,2016-09-21 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-139.0451488351671,66.10130933419758,-78.31055122524867,49.78417052757405,plastic,plastic
208776,208776,2016-09-15,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - Zoup! brand Lemon Basil Chicken Soup recalled due to pieces of plastic,soups; broths; sauces and condiments,chicken,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: lemon basil chicken soup,food,2016,09,2016-09,Q3,2016-Q3,2016-09-15 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-83.32279249592416,75.09389314417714,-66.87496190666374,57.67954137929797,plastic,plastic
208786,208786,2016-09-09,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Food Recall Warning - Heinz brand strained prunes may be unsafe due to the potential presence of pieces of rubber,fruits and vegetables,prune,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: strained prunes,food,2016,09,2016-09,Q3,2016-Q3,2016-09-09 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-104.81496286098142,55.18893280078437,-91.93180380398228,54.26527269904862,plastic,plastic
208821,208821,2016-08-17,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - WTI Inc. brand Dried Vinegar recalled due to pieces of wood,soups; broths; sauces and condiments,vinegar,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: dried vinegar,food,2016,08,2016-08,Q3,2016-Q3,2016-08-17 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-112.02307755780919,56.89331265167656,-95.18514820432887,49.07687520258822,wood,other foreign body
208823,208823,2016-08-12,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - Suraj brand Coriander Seeds recalled due to insect infestation,nuts; nut products and seeds,coriander,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: coriander seeds,food,2016,08,2016-08,Q3,2016-Q3,2016-08-12 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-105.30947386138456,49.03366949714603,-110.35155949210295,72.63512718236063,insects,insects
208829,208829,2016-08-09,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - President's Choice brand Tellicherry Black Peppercorns recalled due to pieces of plastic,herbs and spices,peppercorn,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: tellicherry black peppercorns,food,2016,08,2016-08,Q3,2016-Q3,2016-08-09 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-102.000178157311,57.881554062717484,-115.91740315983515,66.56210433128444,plastic,plastic
208843,208843,2016-07-28,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - DaÃ¯a brand Nour Deglet Dates recalled due to insect infestation,fruits and vegetables,date,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: deglet nour dates,food,2016,07,2016-07,Q3,2016-Q3,2016-07-28 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-93.20322106185961,61.8973752034086,-108.03449705178043,54.75731651198683,insects,insects
208844,208844,2016-07-28,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - Organic Whole Coriander Seeds recalled due to presence of insects,herbs and spices,coriander,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: organic whole coriander seeds,food,2016,07,2016-07,Q3,2016-Q3,2016-07-28 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-114.41820327818584,68.88869354609012,-96.4268942602427,68.21661665177861,insects,insects
208846,208846,2016-07-26,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - DaÃ¯a brand Nour Deglet Dates recalled due to insect infestation,fruits and vegetables,date,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: deglet nour dates,food,2016,07,2016-07,Q3,2016-Q3,2016-07-26 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-104.46194658910963,55.86833370978581,-88.08080429476644,66.71887140666524,insects,insects
208848,208848,2016-07-22,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - Bavaria Fest and Bick's brand Wine Sauerkraut recalled due to pieces of stem,wine,meat product,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: wine sauerkraut,food,2016,07,2016-07,Q3,2016-Q3,2016-07-22 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-109.62284402559415,70.52354062531094,-98.70954390912948,76.13548135759163,other foreign body,other foreign body
208865,208865,2016-07-19,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - DaÃ¯a brand Nour Deglet Dates recalled due to insect infestation,fruits and vegetables,NA,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: deglet nour dates,food,2016,07,2016-07,Q3,2016-Q3,2016-07-19 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-84.30936472918329,81.65018435191588,-130.57922543910598,61.39277462290807,insects,insects
208982,208982,2016-06-21,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - Ã  table! brand Chicken Sandwich Filling recalled due to pieces of plastic,poultry meat and poultry meat products,bakery product,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: chicken sandwich filling,food,2016,06,2016-06,Q2,2016-Q2,2016-06-21 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-118.52933592107169,74.06133073776655,-130.09146348756997,60.063906348457834,plastic,plastic
209066,209066,2016-06-01,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - Campbell's Eating Smart Soups brand Chicken Noodle Frozen Soup recalled due to pieces of wood,poultry meat and poultry meat products,chicken,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: chicken noodle frozen soup,food,2016,06,2016-06,Q2,2016-Q2,2016-06-01 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-70.64179939115178,58.356375028283324,-79.8242598184135,78.54468000211129,wood,other foreign body
209074,209074,2016-05-20,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - Sun Med brand Greek Oregano Flakes recalled due to presence of twigs and pebbles,herbs and spices,oregano,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: greek oregano flakes,food,2016,05,2016-05,Q2,2016-Q2,2016-05-20 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-71.68101609919674,82.66502980214287,-127.80982447066958,64.74913998973516,stones or soil,other foreign body
209092,9092,2016-05-13,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - Grays Peak brand Gin and Vodka recalled due to pieces of glass,NA,NA,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: gin,food,2016,05,2016-05,Q2,2016-Q2,2016-05-13 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-81.43074960948226,63.69643530242695,-54.988332544672645,49.01880811417169,glass,glass
209093,9092,2016-05-13,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - Grays Peak brand Gin and Vodka recalled due to pieces of glass,alcoholic beverages,vodka,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: vodka,food,2016,05,2016-05,Q2,2016-Q2,2016-05-13 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-75.98857596602686,56.213278164107926,-121.88497364885836,71.7396093251098,glass,glass
209095,209095,2016-05-13,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - Houston Pizza and Vern's Pizza brand Pizza Sauce recalled due to pebbles and twigs,soups; broths; sauces and condiments,bakery product,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: pizza sauce,food,2016,05,2016-05,Q2,2016-Q2,2016-05-13 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-90.18701368966622,66.67946790538024,-66.13543809699055,57.23523691241433,stones or soil,other foreign body
209096,209096,2016-05-13,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - Piller's brand German Salami recalled due to pieces of bone and cartilage,meat and meat products (other than poultry),pork,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: german salami - thin sliced,food,2016,05,2016-05,Q2,2016-Q2,2016-05-13 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-104.17538505891662,50.39562129778608,-81.08261807265778,47.51291799674871,bone,other foreign body
209099,209099,2016-05-12,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - DaÃ¯a brand Algerian Dates recalled due to presence of insects,fruits and vegetables,date,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: algerian dates,food,2016,05,2016-05,Q2,2016-Q2,2016-05-12 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-116.20201899285942,55.53101361723322,-78.37264346053267,45.989261972213896,insects,insects
209155,9155,2016-04-20,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - Dough products recalled by Mimi Foods Inc. due to pieces of metal,prepared dishes and snacks,bakery product,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: pizza dough,food,2016,04,2016-04,Q2,2016-Q2,2016-04-20 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-69.60070202687365,67.24027174021191,-70.51031063676481,46.875403152549595,metal,metal
209156,9155,2016-04-20,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - Dough products recalled by Mimi Foods Inc. due to pieces of metal,cereals and bakery products,pita dough ball piece,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: pita dough ball (ver #5) (100 pieces x 240 g),food,2016,04,2016-04,Q2,2016-Q2,2016-04-20 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-72.20158648741071,59.12450211806542,-102.95042359758446,66.87271537132142,metal,metal
209157,9155,2016-04-20,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - Dough products recalled by Mimi Foods Inc. due to pieces of metal,cereals and bakery products,pita dough ball piece,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: pita dough ball (ver #5) (100 pieces x 190 g),food,2016,04,2016-04,Q2,2016-Q2,2016-04-20 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-64.63141146293805,58.72033349781877,-124.5937827611765,67.16938720377169,metal,metal
209158,9155,2016-04-20,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - Dough products recalled by Mimi Foods Inc. due to pieces of metal,cereals and bakery products,pita dough ball piece,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: pita dough ball (ver #5) (200 pieces x 80 g),food,2016,04,2016-04,Q2,2016-Q2,2016-04-20 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-125.78734545644613,64.69233553253503,-118.63424975591496,60.819839030666344,metal,metal
209159,9155,2016-04-20,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - Dough products recalled by Mimi Foods Inc. due to pieces of metal,cereals and bakery products,pita dough ball piece,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: pita dough ball (ver #5) (100 pieces x 140 g),food,2016,04,2016-04,Q2,2016-Q2,2016-04-20 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-83.52031771815021,52.74017624219478,-90.4868842050339,66.29188064865036,metal,metal
209160,9155,2016-04-20,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - Dough products recalled by Mimi Foods Inc. due to pieces of metal,cereals and bakery products,bakery product,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: 25 oz whole wheat pizza dough ball (30 pieces),food,2016,04,2016-04,Q2,2016-Q2,2016-04-20 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-71.19609988929129,58.39537568396362,-118.57934918350891,68.79824862387761,metal,metal
209161,9155,2016-04-20,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - Dough products recalled by Mimi Foods Inc. due to pieces of metal,cereals and bakery products,focaccia dough ball piece,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: 25 oz focaccia dough ball (24 pieces),food,2016,04,2016-04,Q2,2016-Q2,2016-04-20 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-133.51167239620855,65.56820499543598,-107.98046298692194,54.73179847360067,metal,metal
209162,9155,2016-04-20,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - Dough products recalled by Mimi Foods Inc. due to pieces of metal,prepared dishes and snacks,bakery product,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: 8 oz white pizza dough ball (100 pieces),food,2016,04,2016-04,Q2,2016-Q2,2016-04-20 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-74.07191433204088,51.248102295668545,-114.15161066093943,50.260402890081544,metal,metal
209163,9155,2016-04-20,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - Dough products recalled by Mimi Foods Inc. due to pieces of metal,prepared dishes and snacks,bakery product,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: 9 oz white pizza dough ball (60 pieces),food,2016,04,2016-04,Q2,2016-Q2,2016-04-20 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-104.03580287919867,52.87933312516396,-81.2400333719871,44.815505256388334,metal,metal
209164,9155,2016-04-20,CDPH Recalls (Canada),CDPH Recalls,Canada,Official,recall,Notification - Dough products recalled by Mimi Foods Inc. due to pieces of metal,prepared dishes and snacks,bakery product,Canada,non_EU,Canada,non_EU,extraneous material,foreign bodies,extraneous material: 12 oz caputo 00 pizza dough ball (60 pieces),food,2016,04,2016-04,Q2,2016-Q2,2016-04-20 00:00:00 +00:00,recall,-98.307757230000007,61.36206827,-98.307757230000007,61.36206827,-82.38073916647494,44.986427208586996,-72.90233855710613,66.79645656518514,metal,metal
