ID	ID_incident	date_published	data_source	source_type	alert_type	raw_text_product	product_categoty	product	origin_country	origin_country_EU	notified_country	notified_country_EU	hazard_description	hazard_group	summary	food_feed_fcm	date_published_year	date_published_month	date_published_year_month	date_published_quarter	date_published_year_quarter	long.origin	lat.origin	long.notified	lat.notified	long.origin.rand	lat.origin.rand	long.notified.rand	lat.notified.rand	hazard_type	hazard_type_large
211632	211632	2018-03-21	CDPH Recalls (Canada)	Official	recall	Food Recall Warning (Allergen) - Seggiano brand Raw Basil Pesto recalled due to undeclared cashew	herbs and spices	basil	Canada	non_EU	Canada	non_EU	allergen  tree nut	allergens	allergen  tree nut: raw basil pesto	food	2018	03	2018-03	Q1	2018-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-99.17913699966776	64.31538601091023	-105.26987933493105	70.92389876930464	unnamed nuts	nuts
211644	211644	2018-03-16	CDPH Recalls (Canada)	Official	recall	Food Recall Warning (Allergen) - The Spice Tailor brand Fiery Goan Curry recalled due to undeclared mustard	herbs and spices	curry	Canada	non_EU	Canada	non_EU	allergen  mustard	allergens	allergen  mustard: fiery goan curry	food	2018	03	2018-03	Q1	2018-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-93.18346503340389	52.041000909558846	-96.77858897308698	69.54825551936675	mustard	mustard
211645	211645	2018-03-16	CDPH Recalls (Canada)	Official	recall	Food Recall Warning (Allergen) - Butcher's Selection brand Stampede Chicken Burgers recalled due to undeclared egg	poultry meat and poultry meat products	chicken	Canada	non_EU	Canada	non_EU	allergen  egg	allergens	allergen  egg: stampede chicken burgers	food	2018	03	2018-03	Q1	2018-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-70.6198898982512	58.03646169026649	-125.08185829058951	65.62306122179282	egg	egg
211658	11658	2018-03-09	CDPH Recalls (Canada)	Official	recall	Food Recall Warning (Allergen) - Lotte brand Choco Pies recalled due to undeclared almond	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	allergen  tree nut	allergens	allergen  tree nut: choco pie	food	2018	03	2018-03	Q1	2018-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-106.58404364492942	64.99339620213347	-83.54320429260858	54.934573397326346	unnamed nuts	nuts
211660	11658	2018-03-09	CDPH Recalls (Canada)	Official	recall	Food Recall Warning (Allergen) - Lotte brand Choco Pies recalled due to undeclared almond	fruits and vegetables	bakery product	Canada	non_EU	Canada	non_EU	allergen  tree nut	allergens	allergen  tree nut: choco pie â€“ banana	food	2018	03	2018-03	Q1	2018-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-114.85953899006965	76.18104852568634	-91.59763112011237	51.645621377661314	unnamed nuts	nuts
211678	211678	2018-02-28	CDPH Recalls (Canada)	Official	update	Updated Food Recall Warning (Allergen) - Lotte brand Kancho Choco Biscuit recalled due to undeclared peanut	cereals and bakery products	choco biscuit	Canada	non_EU	Canada	non_EU	allergen  peanut	allergens	allergen  peanut: kancho choco biscuit	food	2018	02	2018-02	Q1	2018-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-95.20624280016077	61.637106907854204	-74.51636876198435	62.697194590917924	peanut	nuts
211681	211681	2018-02-21	CDPH Recalls (Canada)	Official	update	Updated Food Recall Warning (Allergen) - Lotte brand Kancho Choco Biscuit recalled due to undeclared peanut	cereals and bakery products	choco biscuit	Canada	non_EU	Canada	non_EU	allergen  peanut	allergens	allergen  peanut: kancho choco biscuit	food	2018	02	2018-02	Q1	2018-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-96.74375342961164	72.78540593920826	-117.48253783303878	49.404513930832785	peanut	nuts
211684	11684	2018-02-16	CDPH Recalls (Canada)	Official	recall	Food Recall Warning (Allergen) - The Spice Barn brand spice blends recalled due to undeclared mustard	herbs and spices	masala spice mixture	Canada	non_EU	Canada	non_EU	allergen  mustard	allergens	allergen  mustard: garam masala indian spice mixture	food	2018	02	2018-02	Q1	2018-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-136.61237708618296	67.23986615412915	-119.3863990149824	49.373260810051676	mustard	mustard
211685	11684	2018-02-16	CDPH Recalls (Canada)	Official	recall	Food Recall Warning (Allergen) - The Spice Barn brand spice blends recalled due to undeclared mustard	herbs and spices	barbeque spice	Canada	non_EU	Canada	non_EU	allergen  mustard	allergens	allergen  mustard: barbeque spice rub	food	2018	02	2018-02	Q1	2018-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-65.8508147320558	53.58189274557531	-112.59104129926618	49.1968712588521	mustard	mustard
211686	11684	2018-02-16	CDPH Recalls (Canada)	Official	recall	Food Recall Warning (Allergen) - The Spice Barn brand spice blends recalled due to undeclared mustard	herbs and spices	spice	Canada	non_EU	Canada	non_EU	allergen  mustard	allergens	allergen  mustard: pickling spice	food	2018	02	2018-02	Q1	2018-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-126.9067939340388	57.61964610934642	-74.2227566963753	70.42003811821834	mustard	mustard
211694	11694	2018-02-16	CDPH Recalls (Canada)	Official	recall	Food Recall Warning (Allergen) - Danny's Pizza Brand Products Containing Garlic Fingers recalled due to undeclared milk	fruits and vegetables	garlic	Canada	non_EU	Canada	non_EU	allergen  milk	allergens	allergen  milk: garlic fingers	food	2018	02	2018-02	Q1	2018-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-65.16424915617631	45.53991922267241	-65.64408233539734	66.73669890552587	milk	milk-related
211695	11694	2018-02-16	CDPH Recalls (Canada)	Official	recall	Food Recall Warning (Allergen) - Danny's Pizza Brand Products Containing Garlic Fingers recalled due to undeclared milk	fruits and vegetables	bakery product	Canada	non_EU	Canada	non_EU	allergen  milk	allergens	allergen  milk: 12 pizza and garlic fingers	food	2018	02	2018-02	Q1	2018-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-68.50658429104345	55.897045801735004	-103.86588904018565	56.634964304521915	milk	milk-related
211702	11702	2018-02-13	CDPH Recalls (Canada)	Official	recall	Food Recall Warning (Allergen) - Paldo brand Seaweed Snack products and Lotte brand Kancho Choco Biscuit recalled due to undeclared peanut	fruits and vegetables	seaweed	Canada	non_EU	Canada	non_EU	allergen  peanut	allergens	allergen  peanut: roasted seaweed	food	2018	02	2018-02	Q1	2018-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-61.3398682929957	52.201596018675446	-112.14033221365865	56.044962589715986	peanut	nuts
211703	11702	2018-02-13	CDPH Recalls (Canada)	Official	recall	Food Recall Warning (Allergen) - Paldo brand Seaweed Snack products and Lotte brand Kancho Choco Biscuit recalled due to undeclared peanut	fruits and vegetables	bakery product	Canada	non_EU	Canada	non_EU	allergen  peanut	allergens	allergen  peanut: seaweed snack lower in sodium	food	2018	02	2018-02	Q1	2018-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-67.79226161787949	53.32988086048094	-79.75328924215222	53.525835109147636	peanut	nuts
211704	11702	2018-02-13	CDPH Recalls (Canada)	Official	recall	Food Recall Warning (Allergen) - Paldo brand Seaweed Snack products and Lotte brand Kancho Choco Biscuit recalled due to undeclared peanut	fruits and vegetables	seaweed	Canada	non_EU	Canada	non_EU	allergen  peanut	allergens	allergen  peanut: roasted seaweed reduced in sodium	food	2018	02	2018-02	Q1	2018-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-67.99043727053902	69.55498516661669	-120.33260822565839	68.77632910517286	peanut	nuts
211705	11702	2018-02-13	CDPH Recalls (Canada)	Official	recall	Food Recall Warning (Allergen) - Paldo brand Seaweed Snack products and Lotte brand Kancho Choco Biscuit recalled due to undeclared peanut	fruits and vegetables	bakery product	Canada	non_EU	Canada	non_EU	allergen  peanut	allergens	allergen  peanut: seaweed snack hot & spicy	food	2018	02	2018-02	Q1	2018-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-63.999183076535715	54.09015782275768	-78.04799749227672	63.25761239042812	peanut	nuts
211706	11702	2018-02-13	CDPH Recalls (Canada)	Official	recall	Food Recall Warning (Allergen) - Paldo brand Seaweed Snack products and Lotte brand Kancho Choco Biscuit recalled due to undeclared peanut	fruits and vegetables	bakery product	Canada	non_EU	Canada	non_EU	allergen  peanut	allergens	allergen  peanut: seaweed snack wasabi flavoured	food	2018	02	2018-02	Q1	2018-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-119.07631662012882	66.08937132006803	-78.83338385850584	44.4111733799589	peanut	nuts
211708	11708	2018-02-09	CDPH Recalls (Canada)	Official	update	Updated Food Recall Warning (Allergen) - KJ brand Sweet & Sour Chicken with Rice and Sesame Chicken with Rice recalled due to undeclared milk	poultry meat and poultry meat products	chicken	Canada	non_EU	Canada	non_EU	allergen  milk	allergens	allergen  milk: sweet & sour chicken with rice	food	2018	02	2018-02	Q1	2018-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-111.58623990626883	51.07423031108135	-105.43781982179203	61.987793814385576	milk	milk-related
211709	11708	2018-02-09	CDPH Recalls (Canada)	Official	update	Updated Food Recall Warning (Allergen) - KJ brand Sweet & Sour Chicken with Rice and Sesame Chicken with Rice recalled due to undeclared milk	poultry meat and poultry meat products	chicken	Canada	non_EU	Canada	non_EU	allergen  milk	allergens	allergen  milk: sesame chicken with rice	food	2018	02	2018-02	Q1	2018-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-86.97206469987071	71.50628447246393	-133.4266750845964	67.85253274642108	milk	milk-related
211718	211718	2018-02-02	CDPH Recalls (Canada)	Official	recall	Food Recall Warning (Allergen) - Powdered Almond & Yam Drink with Walnut recalled by Canada Volumes Import/Export Inc. due to undeclared gluten; milk and wheat	nuts; nut products and seeds	yam	United States of America	non_EU	Canada	non_EU	allergen  gluten	allergens	allergen  gluten: powdered almond & yam drink with walnut	food	2018	02	2018-02	Q1	2018-Q1	-112.46167057	45.67955203	-98.307757230000007	61.36206827	-93.27933193798589	43.60985750988717	-121.58028839324895	65.80936493465641	gluten	gluten-related
211719	211719	2018-02-02	CDPH Recalls (Canada)	Official	recall	"Food Recall Warning (Allergen) - Daisho brand ""Seasoned Soup Base for Pot (Kimuchi Nabe Soup)"" recalled due to undeclared shrimp and crab"	soups; broths; sauces and condiments	soup base pot soup	Canada	non_EU	Canada	non_EU	allergen  crustacean	allergens	allergen  crustacean: seasoned soup base for pot (kimuchi nabe soup)	food	2018	02	2018-02	Q1	2018-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-75.63049312213391	80.39067659509813	-57.26679307289221	54.53504866653407	seafood	seafood
211724	11724	2018-02-01	CDPH Recalls (Canada)	Official	recall	Food Recall Warning (Allergen) - Tavora brand and Alianca brand Butterfly breaded shrimp and VistaMar brand Gourmet breaded shrimp recalled due to undeclared egg	crustaceans and products thereof	shrimp	Canada	non_EU	Canada	non_EU	allergen  egg	allergens	allergen  egg: butterfly breaded shrimp	food	2018	02	2018-02	Q1	2018-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-86.8264169199154	72.36742275772497	-105.77552838985038	62.42510891425491	egg	egg
211725	11724	2018-02-01	CDPH Recalls (Canada)	Official	recall	Food Recall Warning (Allergen) - Tavora brand and Alianca brand Butterfly breaded shrimp and VistaMar brand Gourmet breaded shrimp recalled due to undeclared egg	crustaceans and products thereof	shrimp	Canada	non_EU	Canada	non_EU	allergen  egg	allergens	allergen  egg: gourmet breaded shrimp	food	2018	02	2018-02	Q1	2018-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-112.1200998841018	77.55536626588554	-56.62208287494623	48.94624032489048	egg	egg
211766	11766	2018-01-19	CDPH Recalls (Canada)	Official	update	Updated Food Recall Warning (Allergen) - Te Chang Food brand tofu products recalled due to undeclared peanut and sesame	other food product / mixed	soybean	Canada	non_EU	Canada	non_EU	allergen  peanut allergen  sesame seeds	allergens	allergen  peanut allergen  sesame seeds: tofu tranches â€“ saveur de barbecue	food	2018	01	2018-01	Q1	2018-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-87.4591324075322	54.798439399403335	-115.49756562643	56.75154854541527	sesame	sesame
211767	11766	2018-01-19	CDPH Recalls (Canada)	Official	update	Updated Food Recall Warning (Allergen) - Te Chang Food brand tofu products recalled due to undeclared peanut and sesame	fruits and vegetables	soybean	Canada	non_EU	Canada	non_EU	allergen  peanut allergen  sesame seeds	allergens	allergen  peanut allergen  sesame seeds: satay sauce bean curd	food	2018	01	2018-01	Q1	2018-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-80.4713443356136	46.90673061967918	-98.59448862577156	60.82058548153289	sesame	sesame
211770	211770	2018-01-18	CDPH Recalls (Canada)	Official	recall	"Food Recall Warning (Allergen) - Maison du Pain brand ""Salade de macaroni"" recalled due to undeclared milk"	cereals and bakery products	macaroni	Canada	non_EU	Canada	non_EU	allergen  milk	allergens	allergen  milk: salade de macaroni	food	2018	01	2018-01	Q1	2018-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-76.28865359648583	71.75493552395268	-90.27648733528582	79.93214584537874	milk	milk-related
211771	211771	2018-01-16	CDPH Recalls (Canada)	Official	recall	Food Recall Warning (Allergen) - Liu Bi Hu brand Sweet Bean Paste recalled due to undeclared soy	fruits and vegetables	bean	Canada	non_EU	Canada	non_EU	allergen  soy	allergens	allergen  soy: sweet bean paste	food	2018	01	2018-01	Q1	2018-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-98.81557090675997	73.88414596820863	-136.67069275398626	66.3459282598275	soy	soy
211775	11775	2018-01-12	CDPH Recalls (Canada)	Official	recall	Food Recall Warning (Allergen) - Ottogi brand Soup Products recalled due to undeclared milk	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	allergen  milk	allergens	allergen  milk: rice cake soup	food	2018	01	2018-01	Q1	2018-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-77.34676030973552	54.74881657259481	-130.4797346848094	57.694344517945936	milk	milk-related
211776	11775	2018-01-12	CDPH Recalls (Canada)	Official	recall	Food Recall Warning (Allergen) - Ottogi brand Soup Products recalled due to undeclared milk	meat and meat products (other than poultry)	beef	Canada	non_EU	Canada	non_EU	allergen  milk	allergens	allergen  milk: beef bone and vegetable soup	food	2018	01	2018-01	Q1	2018-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-109.78505438373139	67.0274905888129	-121.51783404994184	52.50191539486822	milk	milk-related
211778	11778	2018-01-11	CDPH Recalls (Canada)	Official	recall	Food Recall Warning (Allergen) - Ottogi brand Soup Products recalled due to undeclared milk	meat and meat products (other than poultry)	beef	Canada	non_EU	Canada	non_EU	allergen  milk	allergens	allergen  milk: beef bone and vegetable soup	food	2018	01	2018-01	Q1	2018-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-112.54870965711612	59.70923893899229	-70.54566404994043	63.06356599620117	milk	milk-related
211779	11778	2018-01-11	CDPH Recalls (Canada)	Official	recall	Food Recall Warning (Allergen) - Ottogi brand Soup Products recalled due to undeclared milk	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	allergen  milk	allergens	allergen  milk: rice cake soup	food	2018	01	2018-01	Q1	2018-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-106.2592585294954	72.25449688995155	-122.49341691654521	64.93945736265155	milk	milk-related
211780	211780	2018-01-11	CDPH Recalls (Canada)	Official	recall	Food Recall Warning (Allergen) - Ottogi brand Beef Bone and Vegetable Soup recalled due to undeclared milk	meat and meat products (other than poultry)	beef	Canada	non_EU	Canada	non_EU	allergen  milk	allergens	allergen  milk: beef bone and vegetable soup	food	2018	01	2018-01	Q1	2018-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-126.79166595981374	53.62124162145852	-100.87793114770494	61.38407772064913	milk	milk-related
211783	211783	2018-01-10	CDPH Recalls (Canada)	Official	recall	Food Recall Warning (Allergen) - Te Chang Food brand Towfu (Bean Curd) Cake (Barbecue Flavor) recalled due to undeclared peanuts and sesame	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	allergen  peanut allergen  sesame seeds	allergens	allergen  peanut allergen  sesame seeds: towfu (bean curd) cake (barbecue flavor)	food	2018	01	2018-01	Q1	2018-Q1	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-80.53973541422407	48.1242213072633	-94.72648982790164	80.4044025154821	sesame	sesame
209711	209711	2017-12-22	CDPH Recalls (Canada)	Official	recall	Food Recall Warning (Allergen) - Farm Boy brand Milk Chocolate Covered Double Roasted Almonds recalled due to undeclared peanuts	nuts; nut products and seeds	almond	Canada	non_EU	Canada	non_EU	allergen  peanut	allergens	allergen  peanut: milk chocolate covered double roasted almonds	food	2017	12	2017-12	Q4	2017-Q4	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-67.37836762744918	68.19063377986308	-130.7537995632646	56.30575885662415	peanut	nuts
209726	9726	2017-12-21	CDPH Recalls (Canada)	Official	update	Updated Food Recall Warning (Allergen) - Polly Ann brand frozen dessert bars recalled due to undeclared milk	fruits and vegetables	mango	Canada	non_EU	Canada	non_EU	allergen  milk	allergens	allergen  milk: mango	food	2017	12	2017-12	Q4	2017-Q4	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-84.269030178268	81.3374562877762	-120.81766989786014	65.12482881514308	milk	milk-related
209727	9726	2017-12-21	CDPH Recalls (Canada)	Official	update	Updated Food Recall Warning (Allergen) - Polly Ann brand frozen dessert bars recalled due to undeclared milk	fruits and vegetables	bean	Canada	non_EU	Canada	non_EU	allergen  milk	allergens	allergen  milk: red bean	food	2017	12	2017-12	Q4	2017-Q4	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-131.36313066359972	62.23880930199547	-73.53494419122475	65.46094460094804	milk	milk-related
209728	9726	2017-12-21	CDPH Recalls (Canada)	Official	update	Updated Food Recall Warning (Allergen) - Polly Ann brand frozen dessert bars recalled due to undeclared milk	fruits and vegetables	bean	Canada	non_EU	Canada	non_EU	allergen  milk	allergens	allergen  milk: green bean	food	2017	12	2017-12	Q4	2017-Q4	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-105.04979709810584	62.91828695288732	-107.23482179533266	51.18863971695591	milk	milk-related
209729	9729	2017-12-19	CDPH Recalls (Canada)	Official	recall	Food Recall Warning (Allergen) - President's Choice brand breaded shrimp products recalled due to undeclared egg	crustaceans and products thereof	shrimp	Canada	non_EU	Canada	non_EU	allergen  egg	allergens	allergen  egg: butterflied shrimp	food	2017	12	2017-12	Q4	2017-Q4	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-77.89402637998276	81.96733179599163	-128.48525323255836	62.621866962351405	egg	egg
209730	9729	2017-12-19	CDPH Recalls (Canada)	Official	recall	Food Recall Warning (Allergen) - President's Choice brand breaded shrimp products recalled due to undeclared egg	crustaceans and products thereof	shrimp	Canada	non_EU	Canada	non_EU	allergen  egg	allergens	allergen  egg: torpedo shrimp	food	2017	12	2017-12	Q4	2017-Q4	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-126.405206076351	49.41048109576454	-113.72726830976507	56.52654075905421	egg	egg
209731	9729	2017-12-19	CDPH Recalls (Canada)	Official	recall	Food Recall Warning (Allergen) - President's Choice brand breaded shrimp products recalled due to undeclared egg	crustaceans and products thereof	coconut	Canada	non_EU	Canada	non_EU	allergen  egg	allergens	allergen  egg: coconut shrimp	food	2017	12	2017-12	Q4	2017-Q4	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-130.8690830556401	54.595310780413	-123.8232949694444	63.58858631736866	egg	egg
209732	9732	2017-12-19	CDPH Recalls (Canada)	Official	update	Updated Food Recall Warning (Allergen) - Polly Ann brand frozen dessert bars recalled due to undeclared milk	fruits and vegetables	mango	Canada	non_EU	Canada	non_EU	allergen  milk	allergens	allergen  milk: mango	food	2017	12	2017-12	Q4	2017-Q4	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-122.77062425303149	71.57125849912674	-113.13791038523817	71.5603071949473	milk	milk-related
209733	9732	2017-12-19	CDPH Recalls (Canada)	Official	update	Updated Food Recall Warning (Allergen) - Polly Ann brand frozen dessert bars recalled due to undeclared milk	fruits and vegetables	bean	Canada	non_EU	Canada	non_EU	allergen  milk	allergens	allergen  milk: red bean	food	2017	12	2017-12	Q4	2017-Q4	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-88.701442640924	65.89811806528382	-98.46902273676713	51.63852909393811	milk	milk-related
209734	9732	2017-12-19	CDPH Recalls (Canada)	Official	update	Updated Food Recall Warning (Allergen) - Polly Ann brand frozen dessert bars recalled due to undeclared milk	fruits and vegetables	bean	Canada	non_EU	Canada	non_EU	allergen  milk	allergens	allergen  milk: green bean	food	2017	12	2017-12	Q4	2017-Q4	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-96.34023925226467	62.73697390071709	-96.28796568584652	76.85864439795691	milk	milk-related
209735	209735	2017-12-19	CDPH Recalls (Canada)	Official	recall	Food Recall Warning (Allergen) - Ottogi brand Beef Bone and Vegetable Soup recalled due to undeclared milk	meat and meat products (other than poultry)	beef	Canada	non_EU	Canada	non_EU	allergen  milk	allergens	allergen  milk: beef bone and vegetable soup	food	2017	12	2017-12	Q4	2017-Q4	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-59.0346619878388	51.97309761065995	-82.86970256703381	47.0485980865292	milk	milk-related
209736	9736	2017-12-15	CDPH Recalls (Canada)	Official	recall	Food Recall Warning (Allergen) - Polly Ann brand frozen dessert bars recalled due to undeclared milk	fruits and vegetables	mango	Canada	non_EU	Canada	non_EU	allergen  milk	allergens	allergen  milk: mango	food	2017	12	2017-12	Q4	2017-Q4	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-106.9367482530362	72.70535077494716	-128.20631315697054	52.076034366904075	milk	milk-related
209737	9736	2017-12-15	CDPH Recalls (Canada)	Official	recall	Food Recall Warning (Allergen) - Polly Ann brand frozen dessert bars recalled due to undeclared milk	fruits and vegetables	bean	Canada	non_EU	Canada	non_EU	allergen  milk	allergens	allergen  milk: red bean	food	2017	12	2017-12	Q4	2017-Q4	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-133.23698870870751	60.167472305586614	-125.99817678663959	62.02814354768869	milk	milk-related
209738	9736	2017-12-15	CDPH Recalls (Canada)	Official	recall	Food Recall Warning (Allergen) - Polly Ann brand frozen dessert bars recalled due to undeclared milk	fruits and vegetables	bean	Canada	non_EU	Canada	non_EU	allergen  milk	allergens	allergen  milk: green bean	food	2017	12	2017-12	Q4	2017-Q4	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-96.06886549163782	51.94656675828136	-124.41397135585983	67.57440223239492	milk	milk-related
209740	209740	2017-12-11	CDPH Recalls (Canada)	Official	recall	Food Recall Warning (Allergen) - Radhuni brand Vermicelli recalled due to undeclared wheat	cereals and bakery products	vermicelli	Canada	non_EU	Canada	non_EU	allergen  wheat	allergens	allergen  wheat: vermicelli	food	2017	12	2017-12	Q4	2017-Q4	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-128.68923210650965	52.37746663032192	-69.42234261351184	80.39912567697766	wheat	gluten-related
209741	209741	2017-12-11	CDPH Recalls (Canada)	Official	recall	Food Recall Warning (Allergen) - Vinh Thuan brand Hagou Flour recalled due to undeclared gluten	cereals and bakery products	flour	Canada	non_EU	Canada	non_EU	allergen  gluten	allergens	allergen  gluten: hagou flour	food	2017	12	2017-12	Q4	2017-Q4	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-76.76971561487741	69.33868853234216	-71.37668729999112	55.993207357163755	gluten	gluten-related
209744	209744	2017-12-11	CDPH Recalls (Canada)	Official	recall	Food Recall Warning (Allergen) - Wang Zhong Wan brand Fishball with Meat recalled due to undeclared egg	meat and meat products (other than poultry)	meat	Canada	non_EU	Canada	non_EU	allergen  egg	allergens	allergen  egg: fishball with meat	food	2017	12	2017-12	Q4	2017-Q4	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-121.20637725034808	55.94293382366321	-86.68738811824949	51.67780899230505	egg	egg
209746	9746	2017-12-08	CDPH Recalls (Canada)	Official	recall	Food Recall Warning (Allergen) - Ottogi brand soup recalled due to undeclared milk	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	allergen  milk	allergens	allergen  milk: rice cake soup	food	2017	12	2017-12	Q4	2017-Q4	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-65.0193964475794	45.80526121358829	-128.82356940122585	59.39503610088274	milk	milk-related
209747	9746	2017-12-08	CDPH Recalls (Canada)	Official	recall	Food Recall Warning (Allergen) - Ottogi brand soup recalled due to undeclared milk	meat and meat products (other than poultry)	beef	Canada	non_EU	Canada	non_EU	allergen  milk	allergens	allergen  milk: beef bone and vegetable soup	food	2017	12	2017-12	Q4	2017-Q4	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-75.1706788917171	58.3923363189981	-111.26030822547975	60.95329527067873	milk	milk-related
209748	209748	2017-12-08	CDPH Recalls (Canada)	Official	recall	Food Recall Warning (Allergen) - Sensations brand Cinnamon Roll Uncooked Dough recalled due to undeclared pecans	cereals and bakery products	bakery product	Canada	non_EU	Canada	non_EU	allergen  tree nut	allergens	allergen  tree nut: cinnamon roll uncooked dough	food	2017	12	2017-12	Q4	2017-Q4	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-121.93734246469428	55.87622563949791	-79.250970725652	81.2322824656149	unnamed nuts	nuts
209757	209757	2017-11-28	CDPH Recalls (Canada)	Official	recall	Food Recall Warning (Allergen) - Produit Pita Achtarout brand Madeleines Tea Cakes recalled due to undeclared milk	cocoa and cocoa preparations; coffee and tea	bakery product	Canada	non_EU	Canada	non_EU	allergen  milk	allergens	allergen  milk: madeleines tea cakes	food	2017	11	2017-11	Q4	2017-Q4	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-74.89017095074195	60.222336951568806	-88.07288819723802	50.86908975446757	milk	milk-related
209759	209759	2017-11-24	CDPH Recalls (Canada)	Official	recall	Food Recall Warning (Allergen) - Alvita brand Biscuits recalled due to undeclared egg	cereals and bakery products	cardamom	Canada	non_EU	Canada	non_EU	allergen  egg	allergens	allergen  egg: biscuit with cardamom taste decorated with sesame	food	2017	11	2017-11	Q4	2017-Q4	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-58.87524896352643	52.807256327199575	-68.83777039283423	67.34310781484638	egg	egg
209761	209761	2017-11-23	CDPH Recalls (Canada)	Official	recall	Food Recall Warning (Allergen) - Agropur Signature - Oka brand Oka Cheese Fondue recalled due to undeclared milk and wheat	milk and milk products	cheese	Canada	non_EU	Canada	non_EU	allergen  gluten	allergens	allergen  gluten: oka cheese fondue	food	2017	11	2017-11	Q4	2017-Q4	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-64.3639339661417	63.54301131289806	-80.79156120417126	43.96713979250227	gluten	gluten-related
209766	209766	2017-11-17	CDPH Recalls (Canada)	Official	recall	Food Recall Warning (Allergen) - Yeshu brand Coconut Palm Juice recalled due to undeclared milk	nuts; nut products and seeds	coconut	Canada	non_EU	Canada	non_EU	allergen  milk	allergens	allergen  milk: coconut palm juice	food	2017	11	2017-11	Q4	2017-Q4	-98.307757230000007	61.36206827	-98.307757230000007	61.36206827	-113.44586965578864	58.24152733687485	-85.3433859110688	80.116408010052	milk	milk-related
