Country,Indicator,Measure Names,Year,Measure Values
Equatorial Guinea,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.239692003
Equatorial Guinea,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,43.80952454
Equatorial Guinea,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-0.051122174
Equatorial Guinea,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,4
Eritrea,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.233988479
Eritrea,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,24.76190567
Eritrea,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-0.605156243
Eritrea,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,5
Estonia,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.211271018
Estonia,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,66.19047546
Estonia,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,0.599966824
Estonia,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,9
Ethiopia,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.215738133
Ethiopia,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,9.523809433
Ethiopia,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-1.343245745
Ethiopia,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,8
Fiji,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.263841808
Fiji,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,70.95237732
Fiji,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,0.742554724
Fiji,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,3
Finland,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.211271018
Finland,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,81.90476227
Finland,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,0.924920201
Finland,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,9
France,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.211271018
France,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,51.90476227
France,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,0.109134838
France,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,9
French Guiana,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.253446341
French Guiana,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,63.80952454
French Guiana,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,0.530410707
French Guiana,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,3
Gabon,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.225093991
Gabon,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,37.61904907
Gabon,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-0.247599706
Gabon,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,6
"Gambia, The",Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.225771025
"Gambia, The",Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,44.76190567
"Gambia, The",Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-0.029553143
"Gambia, The",Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,6
Georgia,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.223530918
Georgia,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,30
Georgia,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-0.426487833
Georgia,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,7
Germany,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.211271018
Germany,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,66.66666412
Germany,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,0.604895115
Germany,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,9
Ghana,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.215738133
Ghana,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,47.1428566
Ghana,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,0.029897138
Ghana,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,8
Greece,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.211271018
Greece,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,50
Greece,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,0.092585683
Greece,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,9
Greenland,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.375186086
Greenland,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,100
Greenland,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,1.939218521
Greenland,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,2
Grenada,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.255043179
Grenada,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,85.23809815
Grenada,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,0.99763006
Grenada,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,4
Guam,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.282534301
Guam,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,67.14286041
Guam,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,0.63341713
Guam,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,2
Guatemala,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.215738133
Guatemala,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,27.1428566
Guatemala,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-0.541352987
Guatemala,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,8
Guinea,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.225093991
Guinea,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,16.66666603
Guinea,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-0.87666738
Guinea,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,6
Guinea-Bissau,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.251281708
Guinea-Bissau,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,21.90476227
Guinea-Bissau,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-0.669753194
Guinea-Bissau,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,4
Guyana,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.224246994
Guyana,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,40.95238113
Guyana,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-0.175065801
Guyana,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,6
Haiti,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.220985532
Haiti,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,23.33333397
Haiti,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-0.626814425
Haiti,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,7
Honduras,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.215738133
Honduras,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,26.66666603
Honduras,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-0.550987959
Honduras,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,8
"Hong Kong SAR, China",Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.239233315
"Hong Kong SAR, China",Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,74.76190186
"Hong Kong SAR, China",Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,0.794365346
"Hong Kong SAR, China",Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,7
Hungary,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.211271018
Hungary,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,73.33333588
Hungary,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,0.755211949
Hungary,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,9
Iceland,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.216191754
Iceland,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,96.66666412
Iceland,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,1.412425756
Iceland,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,8
India,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.211271018
India,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,14.76190472
India,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-0.956521392
India,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,9
Indonesia,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.211271018
Indonesia,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,27.61904717
Indonesia,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-0.533436894
Indonesia,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,9
"Iran, Islamic Rep.",Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.215738133
"Iran, Islamic Rep.",Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,10.95238113
"Iran, Islamic Rep.",Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-1.306762934
"Iran, Islamic Rep.",Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,8
Iraq,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.225093991
Iraq,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,1.428571463
Iraq,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-2.555859566
Iraq,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,6
Ireland,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.216191754
Ireland,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,86.19047546
Ireland,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,1.030591249
Ireland,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,8
Israel,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.216191754
Israel,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,15.23809528
Israel,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-0.932477772
Israel,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,8
Italy,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.211271018
Italy,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,57.61904907
Italy,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,0.311193287
Italy,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,9
Jamaica,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.215738133
Jamaica,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,62.8571434
Jamaica,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,0.48691538
Jamaica,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,8
Japan,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.211271018
Japan,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,88.09523773
Japan,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,1.05969286
Japan,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,9
"Jersey, Channel Islands",Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.499324054
"Jersey, Channel Islands",Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,93.33333588
"Jersey, Channel Islands",Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,1.273264527
"Jersey, Channel Islands",Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,1
Jordan,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.211271018
Jordan,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,31.4285717
Jordan,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-0.379405141
Jordan,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,9
Kazakhstan,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.211271018
Kazakhstan,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,45.7142868
Kazakhstan,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,0.000405208
Kazakhstan,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,9
Kenya,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.215738133
Kenya,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,12.38095284
Kenya,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-1.164112568
Kenya,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,8
Kiribati,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.297851115
Kiribati,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,86.66666412
Kiribati,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,1.033781409
Kiribati,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,2
"Korea, Dem. Rep.",Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.230157584
"Korea, Dem. Rep.",Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,32.38095093
"Korea, Dem. Rep.",Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-0.351632595
"Korea, Dem. Rep.",Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,5
"Korea, Rep.",Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.211271018
"Korea, Rep.",Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,65.23809815
"Korea, Rep.",Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,0.544970691
"Korea, Rep.",Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,9
Kosovo,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.239692003
Kosovo,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,24.2857151
Kosovo,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-0.605488837
Kosovo,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,4
Kuwait,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.220985532
Kuwait,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,52.38095093
Kuwait,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,0.110289522
Kuwait,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,7
Kyrgyz Republic,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.228487417
Kyrgyz Republic,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,25.23809433
Kyrgyz Republic,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-0.582028568
Kyrgyz Republic,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,6
Lao PDR,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.229383603
Lao PDR,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,60
Lao PDR,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,0.415007025
Lao PDR,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,6
Latvia,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.216191754
Latvia,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,60.95238113
Latvia,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,0.421534508
Latvia,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,8
Lebanon,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.215738133
Lebanon,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,7.142857075
Lebanon,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-1.644890547
Lebanon,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,8
Lesotho,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.234749258
Lesotho,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,38.57143021
Lesotho,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-0.218328625
Lesotho,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,5
Liberia,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.220183909
Liberia,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,40
Liberia,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-0.192403227
Liberia,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,7
Libya,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.225093991
Libya,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,1.90476191
Libya,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-2.44138813
Libya,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,6
Liechtenstein,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.264327109
Liechtenstein,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,98.09523773
Liechtenstein,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,1.484191298
Liechtenstein,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,3
Lithuania,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.216191754
Lithuania,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,72.85713959
Lithuania,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,0.752799034
Lithuania,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,8
Luxembourg,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.216191754
Luxembourg,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,96.19047546
Luxembourg,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,1.373403668
Luxembourg,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,8
"Macao SAR, China",Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.283130497
"Macao SAR, China",Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,92.85713959
"Macao SAR, China",Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,1.262964249
"Macao SAR, China",Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,2
"Macedonia, FYR",Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.227785736
"Macedonia, FYR",Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,39.52381134
"Macedonia, FYR",Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-0.196676075
"Macedonia, FYR",Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,6
Madagascar,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.21955578
Madagascar,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,28.09523773
Madagascar,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-0.519036293
Madagascar,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,7
Malawi,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.220183909
Malawi,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,34.2857132
Malawi,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-0.325022519
Malawi,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,7
Malaysia,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.211271018
Malaysia,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,54.2857132
Malaysia,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,0.237390101
Malaysia,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,9
Maldives,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.263841808
Maldives,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,50.47618866
Maldives,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,0.095090091
Maldives,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,3
Mali,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.220985532
Mali,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,5.238095284
Mali,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-2.051259756
Mali,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,7
Malta,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.220985532
Malta,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,93.80952454
Malta,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,1.294192553
Malta,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,7
Marshall Islands,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.596735895
Marshall Islands,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,77.61904907
Marshall Islands,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,0.862738311
Marshall Islands,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,1
Martinique,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.282534301
Martinique,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,84.2857132
Martinique,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,0.985822499
Martinique,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,2
Mauritania,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.229383603
Mauritania,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,22.38095284
Mauritania,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-0.667778313
Mauritania,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,6
Mauritius,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.229383603
Mauritius,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,79.04762268
Mauritius,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,0.87283802
Mauritius,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,6
Mexico,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.211271018
Mexico,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,25.7142849
Mexico,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-0.572436988
Mexico,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,9
"Micronesia, Fed. Sts.",Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.263841808
"Micronesia, Fed. Sts.",Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,94.76190186
"Micronesia, Fed. Sts.",Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,1.340414166
"Micronesia, Fed. Sts.",Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,3
Moldova,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.215738133
Moldova,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,32.8571434
Moldova,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-0.349016547
Moldova,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,8
Monaco,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.411642164
Monaco,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,99.52381134
Monaco,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,1.612102151
Monaco,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,2
Mongolia,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.211271018
Mongolia,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,74.2857132
Mongolia,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,0.788799465
Mongolia,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,9
Montenegro,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.234749258
Montenegro,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,50.95238113
Montenegro,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,0.108020931
Montenegro,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,5
Morocco,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.215738133
Morocco,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,33.80952454
Morocco,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-0.331886232
Morocco,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,8
Mozambique,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.220985532
Mozambique,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,19.04761887
Mozambique,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-0.783670664
Mozambique,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,7
Myanmar,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.21955578
Myanmar,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,10.47619057
Myanmar,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-1.309010983
Myanmar,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,7
Namibia,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.220985532
Namibia,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,68.09523773
Namibia,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,0.65377748
Namibia,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,7
Nauru,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.596735895
Nauru,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,63.33333206
Nauru,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,0.512634337
Nauru,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,1
Nepal,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.223530918
Nepal,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,23.80952454
Nepal,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,-0.625145853
Nepal,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,7
Netherlands,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.211271018
Netherlands,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,78.09523773
Netherlands,Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,0.868293405
Netherlands,Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,9
Netherlands Antilles (former),Political Stability and Absence of Violence/Terrorism,Standard Error,2018,
Netherlands Antilles (former),Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,
Netherlands Antilles (former),Political Stability and Absence of Violence/Terrorism,Governance (-2.5 to +2.5),2018,
Netherlands Antilles (former),Political Stability and Absence of Violence/Terrorism,Number of Sources,2018,
New Zealand,Political Stability and Absence of Violence/Terrorism,Standard Error,2018,0.211271018
New Zealand,Political Stability and Absence of Violence/Terrorism,Percentile Rank,2018,99.04762268
